time_s,vibration_gyro_rms,vibration_accel_rms,altitude_m_baro,temperature_C_baro,motor_output_mean_pwm,altitude_m_ekf
0.3216,0.003781203306672314,9.674245668077932,0.0,0.0,900.0,-0.09856593588197547
0.325594,0.0037184977951478172,9.706131330259192,0.0,0.0,900.0,-0.0985660446274251
0.329599,0.004649787353192295,9.698255368576984,0.0,0.0,900.0,-0.09856615367237398
0.333601,0.005693439036737807,9.685205100804618,0.0,0.0,900.0,-0.09856626263564125
0.3376,0.005291071881870463,9.695625173300133,0.0,0.0,900.0,-0.0985663715172269
0.341594,0.004252830821444864,9.69399154757919,0.0,0.0,900.0,-0.09856648026267655
0.3456,0.004414428273926969,9.682967335002512,0.0,0.0,900.0,-0.09856658933485261
0.349593,0.005487697607490072,9.682427289910937,0.0,0.0,900.0,-0.09856669805307505
0.3544,0.0050383439299059845,9.689771306529188,0.0,0.0,900.0,-0.0985668289342409
0.358404,0.0046731757126701546,9.68004788816351,0.0,0.0,900.0,-0.09856693795196257
0.3624,0.004384908633739655,9.67358557602562,0.0,0.0,900.0,-0.09856704675186662
0.3664,0.004715620128175641,9.666290331202365,0.0,0.0,900.0,-0.09856715566067947
